units,date,store_nbr,item_nbr
82,2012-01-09,41,16
4,2012-01-09,41,61
59,2012-01-09,41,68
19,2012-01-09,42,5
69,2012-01-09,42,45
1,2012-01-09,42,82
69,2012-01-09,43,16
21,2012-01-09,43,37
1,2012-01-09,43,73
68,2012-01-09,44,5
2,2012-01-09,44,62
42,2012-01-09,44,68
20,2012-01-09,45,9
25,2012-01-10,1,9
267,2012-01-10,2,5
184,2012-01-10,2,44
1,2012-01-10,2,85
1,2012-01-10,2,93
95,2012-01-10,3,5
97,2012-01-10,3,45
8,2012-01-10,3,93
57,2012-01-10,4,9
5,2012-01-10,4,27
52,2012-01-10,5,16
1,2012-01-10,5,20
14,2012-01-10,5,37
2,2012-01-10,5,93
77,2012-01-10,6,9
45,2012-01-10,6,45
148,2012-01-10,7,5
4,2012-01-10,7,7
13,2012-01-10,7,23
74,2012-01-10,8,5
8,2012-01-10,8,23
101,2012-01-10,9,5
73,2012-01-10,9,45
56,2012-01-10,10,5
1,2012-01-10,10,21
24,2012-01-10,10,37
31,2012-01-10,11,9
1,2012-01-10,11,61
20,2012-01-10,11,68
1,2012-01-10,11,86
33,2012-01-10,12,16
25,2012-01-10,12,37
1,2012-01-10,12,86
2,2012-01-10,12,93
136,2012-01-10,13,5
75,2012-01-10,13,36
5,2012-01-10,13,93
5,2012-01-10,14,9
15,2012-01-10,14,25
81,2012-01-10,15,5
78,2012-01-10,15,45
3,2012-01-10,15,61
53,2012-01-10,16,16
163,2012-01-10,16,25
179,2012-01-10,17,9
75,2012-01-10,17,37
118,2012-01-10,17,48
1,2012-01-10,17,71
23,2012-01-10,18,5
8,2012-01-10,18,37
13,2012-01-10,19,16
2,2012-01-10,19,83
244,2012-01-10,20,5
36,2012-01-10,20,41
2,2012-01-10,20,74
68,2012-01-10,21,5
85,2012-01-10,21,44
3,2012-01-10,21,91
156,2012-01-10,22,9
53,2012-01-10,22,68
47,2012-01-10,23,5
26,2012-01-10,23,45
13,2012-01-10,24,6
74,2012-01-10,24,43
18,2012-01-10,25,9
115,2012-01-10,25,45
17,2012-01-10,25,81
93,2012-01-10,26,5
50,2012-01-10,26,45
2,2012-01-10,27,21
62,2012-01-10,27,68
4,2012-01-10,27,93
77,2012-01-10,28,5
69,2012-01-10,28,45
64,2012-01-10,29,8
40,2012-01-10,29,41
105,2012-01-10,29,45
46,2012-01-10,30,16
191,2012-01-10,30,44
2,2012-01-10,30,49
83,2012-01-10,31,9
37,2012-01-10,31,45
76,2012-01-10,32,9
56,2012-01-10,32,45
326,2012-01-10,33,9
388,2012-01-10,33,44
1,2012-01-10,33,92
24,2012-01-10,34,9
1,2012-01-10,34,31
142,2012-01-10,34,45
2,2012-01-10,34,52
75,2012-01-10,36,9
5,2012-01-10,36,30
97,2012-01-10,36,44
58,2012-01-10,37,5
39,2012-01-10,37,45
185,2012-01-10,38,9
125,2012-01-10,38,45
2,2012-01-10,39,9
9,2012-01-10,39,36
67,2012-01-10,40,5
45,2012-01-10,40,45
5,2012-01-10,40,51
82,2012-01-10,41,16
4,2012-01-10,41,61
79,2012-01-10,41,68
1,2012-01-10,41,86
119,2012-01-10,42,5
105,2012-01-10,42,45
3,2012-01-10,42,82
65,2012-01-10,43,16
23,2012-01-10,43,37
47,2012-01-10,44,5
2,2012-01-10,44,62
61,2012-01-10,44,68
26,2012-01-11,1,9
1,2012-01-11,1,28
4,2012-01-11,1,40
3,2012-01-11,1,51
91,2012-01-11,2,5
2,2012-01-11,2,11
123,2012-01-11,2,44
172,2012-01-11,3,5
75,2012-01-11,3,45
57,2012-01-11,4,9
11,2012-01-11,4,27
2,2012-01-11,4,90
44,2012-01-11,5,16
3,2012-01-11,5,20
1,2012-01-11,5,32
11,2012-01-11,5,37
8,2012-01-11,6,9
37,2012-01-11,6,45
54,2012-01-11,7,5
6,2012-01-11,7,7
8,2012-01-11,7,23
61,2012-01-11,8,5
9,2012-01-11,8,23
1,2012-01-11,8,59
77,2012-01-11,9,5
2,2012-01-11,9,10
79,2012-01-11,9,45
48,2012-01-11,10,5
11,2012-01-11,10,37
38,2012-01-11,11,9
3,2012-01-11,11,61
22,2012-01-11,11,68
26,2012-01-11,12,16
25,2012-01-11,12,37
125,2012-01-11,13,5
92,2012-01-11,13,36
3,2012-01-11,13,46
2,2012-01-11,13,93
18,2012-01-11,14,9
13,2012-01-11,14,25
137,2012-01-11,15,5
73,2012-01-11,15,45
51,2012-01-11,16,16
208,2012-01-11,16,25
200,2012-01-11,17,9
67,2012-01-11,17,37
175,2012-01-11,17,48
2,2012-01-11,17,71
9,2012-01-11,18,5
10,2012-01-11,18,37
17,2012-01-11,19,16
4,2012-01-11,19,83
73,2012-01-11,20,5
28,2012-01-11,20,41
13,2012-01-11,20,74
38,2012-01-11,21,5
83,2012-01-11,21,44
10,2012-01-11,22,9
55,2012-01-11,22,68
16,2012-01-11,23,5
1,2012-01-11,23,29
32,2012-01-11,23,45
21,2012-01-11,24,6
61,2012-01-11,24,43
50,2012-01-11,25,9
72,2012-01-11,25,45
10,2012-01-11,25,81
54,2012-01-11,26,5
50,2012-01-11,26,45
24,2012-01-11,27,9
47,2012-01-11,27,68
92,2012-01-11,28,5
55,2012-01-11,28,45
13,2012-01-11,29,8
23,2012-01-11,29,41
71,2012-01-11,29,45
1,2012-01-11,29,56
65,2012-01-11,30,16
236,2012-01-11,30,44
6,2012-01-11,30,49
1,2012-01-11,30,51
2,2012-01-11,30,65
81,2012-01-11,31,9
38,2012-01-11,31,45
82,2012-01-11,32,9
35,2012-01-11,32,45
2,2012-01-11,32,51
4,2012-01-11,32,58
97,2012-01-11,33,9
210,2012-01-11,33,44
3,2012-01-11,33,92
88,2012-01-11,34,9
4,2012-01-11,34,31
121,2012-01-11,34,45
3,2012-01-11,34,52
39,2012-01-11,36,9
3,2012-01-11,36,30
103,2012-01-11,36,44
40,2012-01-11,37,5
38,2012-01-11,37,45
3,2012-01-11,37,53
82,2012-01-11,38,9
86,2012-01-11,38,45
14,2012-01-11,39,36
79,2012-01-11,40,5
29,2012-01-11,40,45
3,2012-01-11,40,51
5,2012-01-11,40,55
41,2012-01-11,41,16
4,2012-01-11,41,61
66,2012-01-11,41,68
57,2012-01-11,42,5
65,2012-01-11,42,45
1,2012-01-11,42,82
55,2012-01-11,43,16
17,2012-01-11,43,37
23,2012-01-11,44,5
36,2012-01-11,44,68
10,2012-01-11,45,9
32,2012-01-12,1,9
2,2012-01-12,1,28
4,2012-01-12,1,51
3,2012-01-12,1,93
76,2012-01-12,2,5
81,2012-01-12,2,44
1,2012-01-12,2,85
25,2012-01-12,3,5
68,2012-01-12,3,45
73,2012-01-12,4,9
7,2012-01-12,4,27
1,2012-01-12,4,90
36,2012-01-12,5,16
1,2012-01-12,5,20
16,2012-01-12,5,37
1,2012-01-12,5,93
56,2012-01-12,6,9
43,2012-01-12,6,45
129,2012-01-12,7,5
3,2012-01-12,7,7
15,2012-01-12,7,23
80,2012-01-12,8,5
5,2012-01-12,8,23
3,2012-01-12,8,59
129,2012-01-12,9,5
54,2012-01-12,9,45
61,2012-01-12,10,5
19,2012-01-12,10,37
43,2012-01-12,11,9
2,2012-01-12,11,61
37,2012-01-12,11,68
41,2012-01-12,12,16
27,2012-01-12,12,37
2,2012-01-12,12,79
1,2012-01-12,12,93
180,2012-01-12,13,5
76,2012-01-12,13,36
4,2012-01-12,13,46
11,2012-01-12,14,9
16,2012-01-12,14,25
58,2012-01-12,15,5
1,2012-01-12,15,17
77,2012-01-12,15,45
1,2012-01-12,15,61
4,2012-01-12,15,93
31,2012-01-12,16,16
111,2012-01-12,16,25
6,2012-01-12,16,39
173,2012-01-12,17,9
82,2012-01-12,17,37
192,2012-01-12,17,48
36,2012-01-12,18,5
6,2012-01-12,18,37
7,2012-01-12,19,16
4,2012-01-12,19,39
2,2012-01-12,19,83
112,2012-01-12,20,5
23,2012-01-12,20,41
2,2012-01-12,20,74
26,2012-01-12,21,5
70,2012-01-12,21,44
23,2012-01-12,22,9
60,2012-01-12,22,68
17,2012-01-12,23,5
29,2012-01-12,23,45
48,2012-01-12,24,6
59,2012-01-12,24,43
1,2012-01-12,24,76
55,2012-01-12,25,9
102,2012-01-12,25,45
9,2012-01-12,25,81
1,2012-01-12,25,84
47,2012-01-12,26,5
40,2012-01-12,26,45
15,2012-01-12,27,9
4,2012-01-12,27,21
39,2012-01-12,27,68
54,2012-01-12,28,5
56,2012-01-12,28,45
24,2012-01-12,29,8
19,2012-01-12,29,41
72,2012-01-12,29,45
6,2012-01-12,29,56
60,2012-01-12,30,16
205,2012-01-12,30,44
22,2012-01-12,30,49
31,2012-01-12,30,51
1,2012-01-12,30,65
87,2012-01-12,31,9
61,2012-01-12,31,45
76,2012-01-12,32,9
1,2012-01-12,32,19
40,2012-01-12,32,45
2,2012-01-12,32,51
1,2012-01-12,32,58
97,2012-01-12,33,9
154,2012-01-12,33,44
49,2012-01-12,34,9
2,2012-01-12,34,31
82,2012-01-12,34,45
132,2012-01-12,36,9
1,2012-01-12,36,30
107,2012-01-12,36,44
41,2012-01-12,37,5
62,2012-01-12,37,45
55,2012-01-12,38,9
86,2012-01-12,38,45
1,2012-01-12,38,93
24,2012-01-12,39,9
15,2012-01-12,39,36
101,2012-01-12,40,5
52,2012-01-12,40,45
1,2012-01-12,40,51
3,2012-01-12,40,55
46,2012-01-12,41,16
85,2012-01-12,41,68
41,2012-01-12,42,5
68,2012-01-12,42,45
1,2012-01-12,42,82
63,2012-01-12,43,16
34,2012-01-12,43,37
16,2012-01-12,44,5
55,2012-01-12,44,68
16,2012-01-12,45,9
29,2012-01-13,1,9
3,2012-01-13,1,28
1,2012-01-13,1,40
5,2012-01-13,1,51
89,2012-01-13,2,5
102,2012-01-13,2,44
84,2012-01-13,3,5
70,2012-01-13,3,45
67,2012-01-13,4,9
6,2012-01-13,4,27
49,2012-01-13,5,16
3,2012-01-13,5,20
3,2012-01-13,5,32
14,2012-01-13,5,37
25,2012-01-13,6,9
46,2012-01-13,6,45
104,2012-01-13,7,5
1,2012-01-13,7,7
17,2012-01-13,7,23
30,2012-01-13,8,5
12,2012-01-13,8,23
71,2012-01-13,9,5
75,2012-01-13,9,45
55,2012-01-13,10,5
2,2012-01-13,10,21
13,2012-01-13,10,37
1,2012-01-13,10,86
2,2012-01-13,10,93
68,2012-01-13,11,9
1,2012-01-13,11,61
39,2012-01-13,11,68
2,2012-01-13,11,86
34,2012-01-13,12,16
38,2012-01-13,12,37
254,2012-01-13,13,5
94,2012-01-13,13,36
5,2012-01-13,13,46
2,2012-01-13,13,93
21,2012-01-13,14,9
23,2012-01-13,14,25
72,2012-01-13,15,5
139,2012-01-13,15,45
2,2012-01-13,15,61
43,2012-01-13,16,16
227,2012-01-13,16,25
2,2012-01-13,16,39
192,2012-01-13,17,9
70,2012-01-13,17,37
165,2012-01-13,17,48
8,2012-01-13,18,5
10,2012-01-13,18,37
24,2012-01-13,19,16
2,2012-01-13,19,39
8,2012-01-13,19,83
70,2012-01-13,20,5
2,2012-01-13,20,18
26,2012-01-13,20,41
32,2012-01-13,21,5
64,2012-01-13,21,44
2,2012-01-13,21,91
53,2012-01-13,22,9
56,2012-01-13,22,68
11,2012-01-13,22,93
23,2012-01-13,23,5
1,2012-01-13,23,29
29,2012-01-13,23,45
80,2012-01-13,24,6
97,2012-01-13,24,43
1,2012-01-13,24,76
127,2012-01-13,25,9
114,2012-01-13,25,45
14,2012-01-13,25,81
42,2012-01-13,26,5
44,2012-01-13,26,45
40,2012-01-13,27,9
1,2012-01-13,27,21
69,2012-01-13,27,68
1,2012-01-13,27,80
49,2012-01-13,28,5
1,2012-01-13,28,35
48,2012-01-13,28,45
17,2012-01-13,29,8
17,2012-01-13,29,41
83,2012-01-13,29,45
2,2012-01-13,29,56
62,2012-01-13,30,16
170,2012-01-13,30,44
1,2012-01-13,30,49
67,2012-01-13,31,9
75,2012-01-13,31,45
14,2012-01-13,32,9
1,2012-01-13,32,19
49,2012-01-13,32,45
1,2012-01-13,32,51
4,2012-01-13,32,58
137,2012-01-13,33,9
163,2012-01-13,33,44
19,2012-01-13,34,9
5,2012-01-13,34,31
125,2012-01-13,34,45
1,2012-01-13,34,52
1,2012-01-13,34,93
99,2012-01-13,36,9
1,2012-01-13,36,30
98,2012-01-13,36,44
90,2012-01-13,37,5
71,2012-01-13,37,45
59,2012-01-13,38,9
104,2012-01-13,38,45
19,2012-01-13,39,9
9,2012-01-13,39,36
44,2012-01-13,40,5
63,2012-01-13,40,45
1,2012-01-13,40,51
2,2012-01-13,40,55
74,2012-01-13,41,16
3,2012-01-13,41,61
81,2012-01-13,41,68
63,2012-01-13,42,5
71,2012-01-13,42,45
1,2012-01-13,42,82
70,2012-01-13,43,16
38,2012-01-13,43,37
40,2012-01-13,44,5
2,2012-01-13,44,62
66,2012-01-13,44,68
7,2012-01-13,45,9
48,2012-01-14,1,9
3,2012-01-14,1,28
1,2012-01-14,1,51
75,2012-01-14,2,5
3,2012-01-14,2,11
143,2012-01-14,2,44
108,2012-01-14,3,5
98,2012-01-14,3,45
103,2012-01-14,4,9
20,2012-01-14,4,27
65,2012-01-14,5,16
32,2012-01-14,5,37
26,2012-01-14,6,9
66,2012-01-14,6,45
40,2012-01-14,7,5
1,2012-01-14,7,7
21,2012-01-14,7,23
2,2012-01-14,7,93
56,2012-01-14,8,5
9,2012-01-14,8,23
2,2012-01-14,8,59
223,2012-01-14,9,5
2,2012-01-14,9,10
92,2012-01-14,9,45
163,2012-01-14,10,5
18,2012-01-14,10,37
59,2012-01-14,11,9
6,2012-01-14,11,61
73,2012-01-14,11,68
53,2012-01-14,12,16
50,2012-01-14,12,37
1,2012-01-14,12,79
121,2012-01-14,13,5
104,2012-01-14,13,36
3,2012-01-14,13,46
18,2012-01-14,14,9
22,2012-01-14,14,25
245,2012-01-14,15,5
159,2012-01-14,15,45
3,2012-01-14,15,61
4,2012-01-14,15,93
56,2012-01-14,16,16
226,2012-01-14,16,25
245,2012-01-14,17,9
74,2012-01-14,17,37
171,2012-01-14,17,48
1,2012-01-14,17,71
12,2012-01-14,18,5
8,2012-01-14,18,37
37,2012-01-14,19,16
2,2012-01-14,19,39
2,2012-01-14,19,69
10,2012-01-14,19,83
128,2012-01-14,20,5
32,2012-01-14,20,41
4,2012-01-14,20,74
35,2012-01-14,21,5
88,2012-01-14,21,44
152,2012-01-14,22,9
63,2012-01-14,22,68
34,2012-01-14,23,5
47,2012-01-14,23,45
250,2012-01-14,24,6
74,2012-01-14,24,43
3,2012-01-14,24,60
1,2012-01-14,24,76
138,2012-01-14,25,9
1,2012-01-14,25,12
122,2012-01-14,25,45
16,2012-01-14,25,81
37,2012-01-14,26,5
55,2012-01-14,26,45
32,2012-01-14,27,9
1,2012-01-14,27,21
74,2012-01-14,27,68
34,2012-01-14,28,5
3,2012-01-14,28,35
58,2012-01-14,28,45
15,2012-01-14,29,8
45,2012-01-14,29,41
100,2012-01-14,29,45
5,2012-01-14,29,56
83,2012-01-14,30,16
328,2012-01-14,30,44
64,2012-01-14,31,9
79,2012-01-14,31,45
47,2012-01-14,32,9
2,2012-01-14,32,19
78,2012-01-14,32,45
1,2012-01-14,32,58
121,2012-01-14,33,9
218,2012-01-14,33,44
1,2012-01-14,33,85
54,2012-01-14,34,9
3,2012-01-14,34,31
129,2012-01-14,34,45
56,2012-01-14,36,9
1,2012-01-14,36,30
110,2012-01-14,36,44
86,2012-01-14,37,5
79,2012-01-14,37,45
5,2012-01-14,37,53
31,2012-01-14,38,9
119,2012-01-14,38,45
5,2012-01-14,39,9
9,2012-01-14,39,36
141,2012-01-14,40,5
112,2012-01-14,40,45
3,2012-01-14,40,55
46,2012-01-14,41,16
4,2012-01-14,41,61
113,2012-01-14,41,68
76,2012-01-14,42,5
70,2012-01-14,42,45
1,2012-01-14,42,82
81,2012-01-14,43,16
50,2012-01-14,43,37
65,2012-01-14,44,5
1,2012-01-14,44,62
107,2012-01-14,44,68
12,2012-01-14,45,9
40,2012-01-15,1,9
1,2012-01-15,1,28
1,2012-01-15,1,40
2,2012-01-15,1,89
168,2012-01-15,2,5
2,2012-01-15,2,11
159,2012-01-15,2,44
208,2012-01-15,3,5
98,2012-01-15,3,45
87,2012-01-15,4,9
7,2012-01-15,4,27
3,2012-01-15,4,90
52,2012-01-15,5,16
4,2012-01-15,5,32
15,2012-01-15,5,37
55,2012-01-15,6,9
57,2012-01-15,6,45
143,2012-01-15,7,5
2,2012-01-15,7,7
27,2012-01-15,7,23
31,2012-01-15,8,5
16,2012-01-15,8,23
170,2012-01-15,9,5
102,2012-01-15,9,45
68,2012-01-15,10,5
25,2012-01-15,10,37
78,2012-01-15,11,9
5,2012-01-15,11,61
59,2012-01-15,11,68
45,2012-01-15,12,16
36,2012-01-15,12,37
2,2012-01-15,12,79
283,2012-01-15,13,5
139,2012-01-15,13,36
4,2012-01-15,13,46
39,2012-01-15,14,9
10,2012-01-15,14,25
9,2012-01-15,14,93
118,2012-01-15,15,5
172,2012-01-15,15,45
1,2012-01-15,15,49
1,2012-01-15,15,61
42,2012-01-15,16,16
244,2012-01-15,16,25
1,2012-01-15,16,39
304,2012-01-15,17,9
78,2012-01-15,17,37
212,2012-01-15,17,48
16,2012-01-15,18,5
12,2012-01-15,18,37
35,2012-01-15,19,16
2,2012-01-15,19,69
12,2012-01-15,19,83
75,2012-01-15,20,5
1,2012-01-15,20,18
36,2012-01-15,20,41
5,2012-01-15,20,74
2,2012-01-15,20,93
42,2012-01-15,21,5
86,2012-01-15,21,44
81,2012-01-15,22,9
59,2012-01-15,22,68
2,2012-01-15,22,93
58,2012-01-15,23,5
45,2012-01-15,23,45
3,2012-01-15,23,56
42,2012-01-15,24,6
80,2012-01-15,24,43
2,2012-01-15,24,60
1,2012-01-15,24,76
134,2012-01-15,25,9
149,2012-01-15,25,45
15,2012-01-15,25,81
67,2012-01-15,26,5
77,2012-01-15,26,45
56,2012-01-15,27,9
1,2012-01-15,27,21
52,2012-01-15,27,68
1,2012-01-15,27,80
47,2012-01-15,28,5
1,2012-01-15,28,35
36,2012-01-15,28,45
32,2012-01-15,29,8
24,2012-01-15,29,41
89,2012-01-15,29,45
6,2012-01-15,29,56
89,2012-01-15,30,16
303,2012-01-15,30,44
54,2012-01-15,31,9
42,2012-01-15,31,45
67,2012-01-15,32,9
66,2012-01-15,32,45
1,2012-01-15,32,51
6,2012-01-15,32,58
175,2012-01-15,33,9
225,2012-01-15,33,44
49,2012-01-15,34,9
106,2012-01-15,34,45
1,2012-01-15,34,52
75,2012-01-15,36,9
2,2012-01-15,36,30
109,2012-01-15,36,44
80,2012-01-15,37,5
88,2012-01-15,37,45
35,2012-01-15,38,9
95,2012-01-15,38,45
2,2012-01-15,38,52
14,2012-01-15,39,9
4,2012-01-15,39,36
111,2012-01-15,40,5
88,2012-01-15,40,45
4,2012-01-15,40,55
61,2012-01-15,41,16
4,2012-01-15,41,61
89,2012-01-15,41,68
32,2012-01-15,42,5
105,2012-01-15,42,45
38,2012-01-15,43,16
7,2012-01-15,43,37
1,2012-01-15,43,73
49,2012-01-15,44,5
86,2012-01-15,44,68
11,2012-01-15,45,9
31,2012-01-16,1,9
6,2012-01-16,1,28
1,2012-01-16,1,51
37,2012-01-16,2,5
121,2012-01-16,2,44
3,2012-01-16,2,93
123,2012-01-16,3,5
76,2012-01-16,3,45
12,2012-01-16,4,9
3,2012-01-16,4,27
2,2012-01-16,4,90
28,2012-01-16,5,16
2,2012-01-16,5,20
20,2012-01-16,5,37
3,2012-01-16,5,93
51,2012-01-16,6,9
69,2012-01-16,6,45
176,2012-01-16,7,5
2,2012-01-16,7,7
21,2012-01-16,7,23
16,2012-01-16,8,5
11,2012-01-16,8,23
2,2012-01-16,8,59
127,2012-01-16,9,5
2,2012-01-16,9,10
88,2012-01-16,9,45
128,2012-01-16,10,5
3,2012-01-16,10,21
26,2012-01-16,10,37
37,2012-01-16,11,9
2,2012-01-16,11,61
100,2012-01-16,11,68
1,2012-01-16,11,86
50,2012-01-16,12,16
37,2012-01-16,12,37
247,2012-01-16,13,5
118,2012-01-16,13,36
7,2012-01-16,13,46
1,2012-01-16,14,25
64,2012-01-16,15,5
112,2012-01-16,15,45
1,2012-01-16,15,49
2,2012-01-16,15,61
1,2012-01-16,15,93
45,2012-01-16,16,16
144,2012-01-16,16,25
2,2012-01-16,16,85
215,2012-01-16,17,9
73,2012-01-16,17,37
191,2012-01-16,17,48
19,2012-01-16,18,5
13,2012-01-16,18,37
27,2012-01-16,19,16
2,2012-01-16,19,69
12,2012-01-16,19,83
79,2012-01-16,20,5
26,2012-01-16,20,41
19,2012-01-16,21,5
84,2012-01-16,21,44
5,2012-01-16,21,91
24,2012-01-16,22,9
39,2012-01-16,22,68
42,2012-01-16,23,5
1,2012-01-16,23,29
42,2012-01-16,23,45
6,2012-01-16,23,56
25,2012-01-16,24,6
83,2012-01-16,24,43
4,2012-01-16,24,60
115,2012-01-16,25,9
101,2012-01-16,25,45
15,2012-01-16,25,81
79,2012-01-16,26,5
55,2012-01-16,26,45
34,2012-01-16,27,9
3,2012-01-16,27,21
76,2012-01-16,27,68
38,2012-01-16,28,5
2,2012-01-16,28,35
61,2012-01-16,28,45
33,2012-01-16,29,8
26,2012-01-16,29,41
89,2012-01-16,29,45
68,2012-01-16,30,16
221,2012-01-16,30,44
1,2012-01-16,30,49
1,2012-01-16,30,65
47,2012-01-16,31,9
65,2012-01-16,31,45
32,2012-01-16,32,9
40,2012-01-16,32,45
2,2012-01-16,32,51
71,2012-01-16,33,9
177,2012-01-16,33,44
25,2012-01-16,34,9
113,2012-01-16,34,45
2,2012-01-16,34,52
36,2012-01-16,36,9
1,2012-01-16,36,30
99,2012-01-16,36,44
77,2012-01-16,37,5
74,2012-01-16,37,45
9,2012-01-16,38,9
105,2012-01-16,38,45
17,2012-01-16,39,9
20,2012-01-16,39,36
101,2012-01-16,40,5
86,2012-01-16,40,45
38,2012-01-16,41,16
7,2012-01-16,41,61
97,2012-01-16,41,68
37,2012-01-16,42,5
76,2012-01-16,42,45
1,2012-01-16,42,82
57,2012-01-16,43,16
30,2012-01-16,43,37
1,2012-01-16,43,73
58,2012-01-16,44,5
2,2012-01-16,44,62
49,2012-01-16,44,68
21,2012-01-16,45,9
1,2012-01-16,45,34
40,2012-01-17,1,9
55,2012-01-17,2,5
87,2012-01-17,2,44
1,2012-01-17,2,93
87,2012-01-17,3,5
63,2012-01-17,3,45
37,2012-01-17,4,9
4,2012-01-17,4,27
17,2012-01-17,5,16
1,2012-01-17,5,20
1,2012-01-17,5,32
17,2012-01-17,5,37
70,2012-01-17,6,9
59,2012-01-17,6,45
66,2012-01-17,7,5
13,2012-01-17,7,23
4,2012-01-17,8,5
11,2012-01-17,8,23
1,2012-01-17,8,59
2,2012-01-17,8,93
93,2012-01-17,9,5
70,2012-01-17,9,45
57,2012-01-17,10,5
11,2012-01-17,10,37
30,2012-01-17,11,9
2,2012-01-17,11,61
44,2012-01-17,11,68
29,2012-01-17,12,16
24,2012-01-17,12,37
154,2012-01-17,13,5
80,2012-01-17,13,36
2,2012-01-17,13,46
18,2012-01-17,14,9
9,2012-01-17,14,25
58,2012-01-17,15,5
88,2012-01-17,15,45
1,2012-01-17,15,49
2,2012-01-17,15,61
2,2012-01-17,15,93
27,2012-01-17,16,16
114,2012-01-17,16,25
3,2012-01-17,16,39
167,2012-01-17,17,9
51,2012-01-17,17,37
148,2012-01-17,17,48
31,2012-01-17,18,5
9,2012-01-17,18,37
10,2012-01-17,19,16
1,2012-01-17,19,69
6,2012-01-17,19,83
85,2012-01-17,20,5
24,2012-01-17,20,41
35,2012-01-17,21,5
60,2012-01-17,21,44
2,2012-01-17,21,91
152,2012-01-17,22,9
45,2012-01-17,22,68
4,2012-01-17,22,93
28,2012-01-17,23,5
1,2012-01-17,23,29
30,2012-01-17,23,45
3,2012-01-17,23,56
26,2012-01-17,24,6
56,2012-01-17,24,43
2,2012-01-17,24,60
138,2012-01-17,25,9
1,2012-01-17,25,12
65,2012-01-17,25,45
17,2012-01-17,25,81
92,2012-01-17,26,5
41,2012-01-17,26,45
40,2012-01-17,27,9
69,2012-01-17,27,68
2,2012-01-17,27,93
25,2012-01-17,28,5
56,2012-01-17,28,45
31,2012-01-17,29,8
29,2012-01-17,29,41
64,2012-01-17,29,45
24,2012-01-17,30,16
143,2012-01-17,30,44
42,2012-01-17,31,9
38,2012-01-17,31,45
48,2012-01-17,32,9
45,2012-01-17,32,45
2,2012-01-17,32,51
3,2012-01-17,32,58
120,2012-01-17,33,9
175,2012-01-17,33,44
38,2012-01-17,34,9
86,2012-01-17,34,45
2,2012-01-17,34,52
24,2012-01-17,36,9
106,2012-01-17,36,44
36,2012-01-17,37,5
41,2012-01-17,37,45
1,2012-01-17,37,53
76,2012-01-17,38,45
1,2012-01-17,38,52
12,2012-01-17,39,9
5,2012-01-17,39,36
46,2012-01-17,40,5
54,2012-01-17,40,45
26,2012-01-17,41,16
93,2012-01-17,41,68
41,2012-01-17,42,5
75,2012-01-17,42,45
4,2012-01-17,42,82
32,2012-01-17,43,16
13,2012-01-17,43,37
51,2012-01-17,44,5
71,2012-01-17,44,68
2,2012-01-17,45,9
21,2012-01-18,1,9
1,2012-01-18,1,28
90,2012-01-18,2,5
94,2012-01-18,2,44
36,2012-01-18,3,5
84,2012-01-18,3,45
34,2012-01-18,4,9
9,2012-01-18,4,27
3,2012-01-18,4,90
22,2012-01-18,5,16
1,2012-01-18,5,20
17,2012-01-18,5,37
21,2012-01-18,6,9
53,2012-01-18,6,45
142,2012-01-18,7,5
1,2012-01-18,7,7
19,2012-01-18,7,23
11,2012-01-18,8,5
9,2012-01-18,8,23
77,2012-01-18,9,5
2,2012-01-18,9,10
37,2012-01-18,9,45
72,2012-01-18,10,5
11,2012-01-18,10,37
39,2012-01-18,11,9
27,2012-01-18,11,68
24,2012-01-18,12,16
16,2012-01-18,12,37
1,2012-01-18,12,86
147,2012-01-18,13,5
86,2012-01-18,13,36
2,2012-01-18,13,46
2,2012-01-18,13,93
3,2012-01-18,14,9
14,2012-01-18,14,25
6,2012-01-18,14,93
44,2012-01-18,15,5
106,2012-01-18,15,45
2,2012-01-18,15,61
3,2012-01-18,15,93
26,2012-01-18,16,16
151,2012-01-18,16,25
163,2012-01-18,17,9
45,2012-01-18,17,37
153,2012-01-18,17,48
3,2012-01-18,17,71
15,2012-01-18,18,5
9,2012-01-18,18,37
22,2012-01-18,19,16
6,2012-01-18,19,83
52,2012-01-18,20,5
1,2012-01-18,20,18
16,2012-01-18,20,41
80,2012-01-18,21,5
77,2012-01-18,21,44
17,2012-01-18,22,9
45,2012-01-18,22,68
51,2012-01-18,23,5
24,2012-01-18,23,45
5,2012-01-18,23,56
8,2012-01-18,24,6
55,2012-01-18,24,43
1,2012-01-18,24,60
1,2012-01-18,24,76
78,2012-01-18,25,9
74,2012-01-18,25,45
14,2012-01-18,25,81
40,2012-01-18,26,5
48,2012-01-18,26,45
21,2012-01-18,27,9
1,2012-01-18,27,21
32,2012-01-18,27,68
31,2012-01-18,28,5
4,2012-01-18,28,35
53,2012-01-18,28,45
25,2012-01-18,29,8
23,2012-01-18,29,41
77,2012-01-18,29,45
6,2012-01-18,29,56
19,2012-01-18,30,16
194,2012-01-18,30,44
65,2012-01-18,31,9
71,2012-01-18,31,45
2,2012-01-18,31,93
32,2012-01-18,32,9
45,2012-01-18,32,45
1,2012-01-18,32,51
64,2012-01-18,33,9
145,2012-01-18,33,44
1,2012-01-18,33,85
52,2012-01-18,34,9
75,2012-01-18,34,45
3,2012-01-18,34,52
51,2012-01-18,36,9
3,2012-01-18,36,30
107,2012-01-18,36,44
47,2012-01-18,37,5
49,2012-01-18,37,45
