units,date,store_nbr,item_nbr,station
113,2012-01-08,31,9,17
110,2012-01-08,31,45,17
48,2012-01-08,32,9,13
1,2012-01-08,32,19,13
42,2012-01-08,32,45,13
1,2012-01-08,32,51,13
2,2012-01-08,32,58,13
273,2012-01-08,33,9,3
233,2012-01-08,33,44,3
90,2012-01-08,34,9,17
123,2012-01-08,34,45,17
2,2012-01-08,34,52,17
66,2012-01-08,36,9,18
2,2012-01-08,36,30,18
98,2012-01-08,36,44,18
71,2012-01-08,37,5,13
80,2012-01-08,37,45,13
205,2012-01-08,38,9,14
144,2012-01-08,38,45,14
14,2012-01-08,39,36,8
102,2012-01-08,40,5,13
93,2012-01-08,40,45,13
5,2012-01-08,40,51,13
2,2012-01-08,40,55,13
83,2012-01-08,41,16,12
1,2012-01-08,41,61,12
110,2012-01-08,41,68,12
1,2012-01-08,41,86,12
108,2012-01-08,42,5,14
101,2012-01-08,42,45,14
4,2012-01-08,42,82,14
99,2012-01-08,43,16,11
22,2012-01-08,43,37,11
55,2012-01-08,44,5,12
5,2012-01-08,44,62,12
64,2012-01-08,44,68,12
8,2012-01-08,45,9,16
1,2012-01-08,45,50,16
50,2012-01-09,1,9,1
1,2012-01-09,1,28,1
1,2012-01-09,1,51,1
53,2012-01-09,2,5,14
99,2012-01-09,2,44,14
82,2012-01-09,3,5,7
89,2012-01-09,3,45,7
85,2012-01-09,4,9,9
8,2012-01-09,4,27,9
49,2012-01-09,5,16,12
1,2012-01-09,5,20,12
7,2012-01-09,5,32,12
21,2012-01-09,5,37,12
56,2012-01-09,6,9,14
42,2012-01-09,6,45,14
133,2012-01-09,7,5,6
17,2012-01-09,7,23,6
4,2012-01-09,7,93,6
29,2012-01-09,8,5,4
6,2012-01-09,8,23,4
4,2012-01-09,8,59,4
57,2012-01-09,9,5,17
89,2012-01-09,9,45,17
40,2012-01-09,10,5,12
1,2012-01-09,10,21,12
31,2012-01-09,10,37,12
1,2012-01-09,10,86,12
22,2012-01-09,11,9,10
1,2012-01-09,11,61,10
44,2012-01-09,11,68,10
40,2012-01-09,12,16,11
25,2012-01-09,12,37,11
116,2012-01-09,13,5,6
103,2012-01-09,13,36,6
3,2012-01-09,13,46,6
13,2012-01-09,14,9,16
2,2012-01-09,14,70,16
111,2012-01-09,15,5,13
3,2012-01-09,15,17,13
111,2012-01-09,15,45,13
1,2012-01-09,15,61,13
37,2012-01-09,16,16,2
135,2012-01-09,16,25,2
288,2012-01-09,17,9,20
78,2012-01-09,17,37,20
118,2012-01-09,17,48,20
2,2012-01-09,17,71,20
35,2012-01-09,18,5,17
5,2012-01-09,18,37,17
12,2012-01-09,19,16,15
1,2012-01-09,19,69,15
8,2012-01-09,19,83,15
52,2012-01-09,20,5,7
24,2012-01-09,20,41,7
9,2012-01-09,20,74,7
51,2012-01-09,21,5,3
83,2012-01-09,21,44,3
1,2012-01-09,21,91,3
112,2012-01-09,22,9,10
46,2012-01-09,22,68,10
4,2012-01-09,22,93,10
31,2012-01-09,23,5,17
37,2012-01-09,23,45,17
109,2012-01-09,24,6,9
91,2012-01-09,24,43,9
1,2012-01-09,24,76,9
164,2012-01-09,25,9,13
132,2012-01-09,25,45,13
11,2012-01-09,25,81,13
51,2012-01-09,26,5,17
37,2012-01-09,26,45,17
50,2012-01-09,27,9,10
64,2012-01-09,27,68,10
1,2012-01-09,27,80,10
12,2012-01-09,27,93,10
28,2012-01-09,28,5,7
2,2012-01-09,28,35,7
49,2012-01-09,28,45,7
26,2012-01-09,29,8,3
25,2012-01-09,29,41,3
63,2012-01-09,29,45,3
1,2012-01-09,29,56,3
53,2012-01-09,30,16,19
310,2012-01-09,30,44,19
41,2012-01-09,31,9,17
15,2012-01-09,31,45,17
54,2012-01-09,32,9,13
57,2012-01-09,32,45,13
157,2012-01-09,33,9,3
166,2012-01-09,33,44,3
2,2012-01-09,33,92,3
56,2012-01-09,34,9,17
2,2012-01-09,34,31,17
94,2012-01-09,34,45,17
86,2012-01-09,36,9,18
1,2012-01-09,36,30,18
89,2012-01-09,36,44,18
94,2012-01-09,37,5,13
51,2012-01-09,37,45,13
1,2012-01-09,37,53,13
37,2012-01-09,38,9,14
76,2012-01-09,38,45,14
3,2012-01-09,39,9,8
8,2012-01-09,39,36,8
63,2012-01-09,40,5,13
72,2012-01-09,40,45,13
82,2012-01-09,41,16,12
4,2012-01-09,41,61,12
59,2012-01-09,41,68,12
19,2012-01-09,42,5,14
69,2012-01-09,42,45,14
1,2012-01-09,42,82,14
69,2012-01-09,43,16,11
21,2012-01-09,43,37,11
1,2012-01-09,43,73,11
68,2012-01-09,44,5,12
2,2012-01-09,44,62,12
42,2012-01-09,44,68,12
20,2012-01-09,45,9,16
25,2012-01-10,1,9,1
267,2012-01-10,2,5,14
184,2012-01-10,2,44,14
1,2012-01-10,2,85,14
1,2012-01-10,2,93,14
95,2012-01-10,3,5,7
97,2012-01-10,3,45,7
8,2012-01-10,3,93,7
57,2012-01-10,4,9,9
5,2012-01-10,4,27,9
52,2012-01-10,5,16,12
1,2012-01-10,5,20,12
14,2012-01-10,5,37,12
2,2012-01-10,5,93,12
77,2012-01-10,6,9,14
45,2012-01-10,6,45,14
148,2012-01-10,7,5,6
4,2012-01-10,7,7,6
13,2012-01-10,7,23,6
74,2012-01-10,8,5,4
8,2012-01-10,8,23,4
101,2012-01-10,9,5,17
73,2012-01-10,9,45,17
56,2012-01-10,10,5,12
1,2012-01-10,10,21,12
24,2012-01-10,10,37,12
31,2012-01-10,11,9,10
1,2012-01-10,11,61,10
20,2012-01-10,11,68,10
1,2012-01-10,11,86,10
33,2012-01-10,12,16,11
25,2012-01-10,12,37,11
1,2012-01-10,12,86,11
2,2012-01-10,12,93,11
136,2012-01-10,13,5,6
75,2012-01-10,13,36,6
5,2012-01-10,13,93,6
5,2012-01-10,14,9,16
15,2012-01-10,14,25,16
81,2012-01-10,15,5,13
78,2012-01-10,15,45,13
3,2012-01-10,15,61,13
53,2012-01-10,16,16,2
163,2012-01-10,16,25,2
179,2012-01-10,17,9,20
75,2012-01-10,17,37,20
118,2012-01-10,17,48,20
1,2012-01-10,17,71,20
23,2012-01-10,18,5,17
8,2012-01-10,18,37,17
13,2012-01-10,19,16,15
2,2012-01-10,19,83,15
244,2012-01-10,20,5,7
36,2012-01-10,20,41,7
2,2012-01-10,20,74,7
68,2012-01-10,21,5,3
85,2012-01-10,21,44,3
3,2012-01-10,21,91,3
156,2012-01-10,22,9,10
53,2012-01-10,22,68,10
47,2012-01-10,23,5,17
26,2012-01-10,23,45,17
13,2012-01-10,24,6,9
74,2012-01-10,24,43,9
18,2012-01-10,25,9,13
115,2012-01-10,25,45,13
17,2012-01-10,25,81,13
93,2012-01-10,26,5,17
50,2012-01-10,26,45,17
2,2012-01-10,27,21,10
62,2012-01-10,27,68,10
4,2012-01-10,27,93,10
77,2012-01-10,28,5,7
69,2012-01-10,28,45,7
64,2012-01-10,29,8,3
40,2012-01-10,29,41,3
105,2012-01-10,29,45,3
46,2012-01-10,30,16,19
191,2012-01-10,30,44,19
2,2012-01-10,30,49,19
83,2012-01-10,31,9,17
37,2012-01-10,31,45,17
76,2012-01-10,32,9,13
56,2012-01-10,32,45,13
326,2012-01-10,33,9,3
388,2012-01-10,33,44,3
1,2012-01-10,33,92,3
24,2012-01-10,34,9,17
1,2012-01-10,34,31,17
142,2012-01-10,34,45,17
2,2012-01-10,34,52,17
75,2012-01-10,36,9,18
5,2012-01-10,36,30,18
97,2012-01-10,36,44,18
58,2012-01-10,37,5,13
39,2012-01-10,37,45,13
185,2012-01-10,38,9,14
125,2012-01-10,38,45,14
2,2012-01-10,39,9,8
9,2012-01-10,39,36,8
67,2012-01-10,40,5,13
45,2012-01-10,40,45,13
5,2012-01-10,40,51,13
82,2012-01-10,41,16,12
4,2012-01-10,41,61,12
79,2012-01-10,41,68,12
1,2012-01-10,41,86,12
119,2012-01-10,42,5,14
105,2012-01-10,42,45,14
3,2012-01-10,42,82,14
65,2012-01-10,43,16,11
23,2012-01-10,43,37,11
47,2012-01-10,44,5,12
2,2012-01-10,44,62,12
61,2012-01-10,44,68,12
26,2012-01-11,1,9,1
1,2012-01-11,1,28,1
4,2012-01-11,1,40,1
3,2012-01-11,1,51,1
91,2012-01-11,2,5,14
2,2012-01-11,2,11,14
123,2012-01-11,2,44,14
172,2012-01-11,3,5,7
75,2012-01-11,3,45,7
57,2012-01-11,4,9,9
11,2012-01-11,4,27,9
2,2012-01-11,4,90,9
44,2012-01-11,5,16,12
3,2012-01-11,5,20,12
1,2012-01-11,5,32,12
11,2012-01-11,5,37,12
8,2012-01-11,6,9,14
37,2012-01-11,6,45,14
54,2012-01-11,7,5,6
6,2012-01-11,7,7,6
8,2012-01-11,7,23,6
61,2012-01-11,8,5,4
9,2012-01-11,8,23,4
1,2012-01-11,8,59,4
77,2012-01-11,9,5,17
2,2012-01-11,9,10,17
79,2012-01-11,9,45,17
48,2012-01-11,10,5,12
11,2012-01-11,10,37,12
38,2012-01-11,11,9,10
3,2012-01-11,11,61,10
22,2012-01-11,11,68,10
26,2012-01-11,12,16,11
25,2012-01-11,12,37,11
125,2012-01-11,13,5,6
92,2012-01-11,13,36,6
3,2012-01-11,13,46,6
2,2012-01-11,13,93,6
18,2012-01-11,14,9,16
13,2012-01-11,14,25,16
137,2012-01-11,15,5,13
73,2012-01-11,15,45,13
51,2012-01-11,16,16,2
208,2012-01-11,16,25,2
200,2012-01-11,17,9,20
67,2012-01-11,17,37,20
175,2012-01-11,17,48,20
2,2012-01-11,17,71,20
9,2012-01-11,18,5,17
10,2012-01-11,18,37,17
17,2012-01-11,19,16,15
4,2012-01-11,19,83,15
73,2012-01-11,20,5,7
28,2012-01-11,20,41,7
13,2012-01-11,20,74,7
38,2012-01-11,21,5,3
83,2012-01-11,21,44,3
10,2012-01-11,22,9,10
55,2012-01-11,22,68,10
16,2012-01-11,23,5,17
1,2012-01-11,23,29,17
32,2012-01-11,23,45,17
21,2012-01-11,24,6,9
61,2012-01-11,24,43,9
50,2012-01-11,25,9,13
72,2012-01-11,25,45,13
10,2012-01-11,25,81,13
54,2012-01-11,26,5,17
50,2012-01-11,26,45,17
24,2012-01-11,27,9,10
47,2012-01-11,27,68,10
92,2012-01-11,28,5,7
55,2012-01-11,28,45,7
13,2012-01-11,29,8,3
23,2012-01-11,29,41,3
71,2012-01-11,29,45,3
1,2012-01-11,29,56,3
65,2012-01-11,30,16,19
236,2012-01-11,30,44,19
6,2012-01-11,30,49,19
1,2012-01-11,30,51,19
2,2012-01-11,30,65,19
81,2012-01-11,31,9,17
38,2012-01-11,31,45,17
82,2012-01-11,32,9,13
35,2012-01-11,32,45,13
2,2012-01-11,32,51,13
4,2012-01-11,32,58,13
97,2012-01-11,33,9,3
210,2012-01-11,33,44,3
3,2012-01-11,33,92,3
88,2012-01-11,34,9,17
4,2012-01-11,34,31,17
121,2012-01-11,34,45,17
3,2012-01-11,34,52,17
39,2012-01-11,36,9,18
3,2012-01-11,36,30,18
103,2012-01-11,36,44,18
40,2012-01-11,37,5,13
38,2012-01-11,37,45,13
3,2012-01-11,37,53,13
82,2012-01-11,38,9,14
86,2012-01-11,38,45,14
14,2012-01-11,39,36,8
79,2012-01-11,40,5,13
29,2012-01-11,40,45,13
3,2012-01-11,40,51,13
5,2012-01-11,40,55,13
41,2012-01-11,41,16,12
4,2012-01-11,41,61,12
66,2012-01-11,41,68,12
57,2012-01-11,42,5,14
65,2012-01-11,42,45,14
1,2012-01-11,42,82,14
55,2012-01-11,43,16,11
17,2012-01-11,43,37,11
23,2012-01-11,44,5,12
36,2012-01-11,44,68,12
10,2012-01-11,45,9,16
32,2012-01-12,1,9,1
2,2012-01-12,1,28,1
4,2012-01-12,1,51,1
3,2012-01-12,1,93,1
76,2012-01-12,2,5,14
81,2012-01-12,2,44,14
1,2012-01-12,2,85,14
25,2012-01-12,3,5,7
68,2012-01-12,3,45,7
73,2012-01-12,4,9,9
7,2012-01-12,4,27,9
1,2012-01-12,4,90,9
36,2012-01-12,5,16,12
1,2012-01-12,5,20,12
16,2012-01-12,5,37,12
1,2012-01-12,5,93,12
56,2012-01-12,6,9,14
43,2012-01-12,6,45,14
129,2012-01-12,7,5,6
3,2012-01-12,7,7,6
15,2012-01-12,7,23,6
80,2012-01-12,8,5,4
5,2012-01-12,8,23,4
3,2012-01-12,8,59,4
129,2012-01-12,9,5,17
54,2012-01-12,9,45,17
61,2012-01-12,10,5,12
19,2012-01-12,10,37,12
43,2012-01-12,11,9,10
2,2012-01-12,11,61,10
37,2012-01-12,11,68,10
41,2012-01-12,12,16,11
27,2012-01-12,12,37,11
2,2012-01-12,12,79,11
1,2012-01-12,12,93,11
180,2012-01-12,13,5,6
76,2012-01-12,13,36,6
4,2012-01-12,13,46,6
11,2012-01-12,14,9,16
16,2012-01-12,14,25,16
58,2012-01-12,15,5,13
1,2012-01-12,15,17,13
77,2012-01-12,15,45,13
1,2012-01-12,15,61,13
4,2012-01-12,15,93,13
31,2012-01-12,16,16,2
111,2012-01-12,16,25,2
6,2012-01-12,16,39,2
173,2012-01-12,17,9,20
82,2012-01-12,17,37,20
192,2012-01-12,17,48,20
36,2012-01-12,18,5,17
6,2012-01-12,18,37,17
7,2012-01-12,19,16,15
4,2012-01-12,19,39,15
2,2012-01-12,19,83,15
112,2012-01-12,20,5,7
23,2012-01-12,20,41,7
2,2012-01-12,20,74,7
26,2012-01-12,21,5,3
70,2012-01-12,21,44,3
23,2012-01-12,22,9,10
60,2012-01-12,22,68,10
17,2012-01-12,23,5,17
29,2012-01-12,23,45,17
48,2012-01-12,24,6,9
59,2012-01-12,24,43,9
1,2012-01-12,24,76,9
55,2012-01-12,25,9,13
102,2012-01-12,25,45,13
9,2012-01-12,25,81,13
1,2012-01-12,25,84,13
47,2012-01-12,26,5,17
40,2012-01-12,26,45,17
15,2012-01-12,27,9,10
4,2012-01-12,27,21,10
39,2012-01-12,27,68,10
54,2012-01-12,28,5,7
56,2012-01-12,28,45,7
24,2012-01-12,29,8,3
19,2012-01-12,29,41,3
72,2012-01-12,29,45,3
6,2012-01-12,29,56,3
60,2012-01-12,30,16,19
205,2012-01-12,30,44,19
22,2012-01-12,30,49,19
31,2012-01-12,30,51,19
1,2012-01-12,30,65,19
87,2012-01-12,31,9,17
61,2012-01-12,31,45,17
76,2012-01-12,32,9,13
1,2012-01-12,32,19,13
40,2012-01-12,32,45,13
2,2012-01-12,32,51,13
1,2012-01-12,32,58,13
97,2012-01-12,33,9,3
154,2012-01-12,33,44,3
49,2012-01-12,34,9,17
2,2012-01-12,34,31,17
82,2012-01-12,34,45,17
132,2012-01-12,36,9,18
1,2012-01-12,36,30,18
107,2012-01-12,36,44,18
41,2012-01-12,37,5,13
62,2012-01-12,37,45,13
55,2012-01-12,38,9,14
86,2012-01-12,38,45,14
1,2012-01-12,38,93,14
24,2012-01-12,39,9,8
15,2012-01-12,39,36,8
101,2012-01-12,40,5,13
52,2012-01-12,40,45,13
1,2012-01-12,40,51,13
3,2012-01-12,40,55,13
46,2012-01-12,41,16,12
85,2012-01-12,41,68,12
41,2012-01-12,42,5,14
68,2012-01-12,42,45,14
1,2012-01-12,42,82,14
63,2012-01-12,43,16,11
34,2012-01-12,43,37,11
16,2012-01-12,44,5,12
55,2012-01-12,44,68,12
16,2012-01-12,45,9,16
29,2012-01-13,1,9,1
3,2012-01-13,1,28,1
1,2012-01-13,1,40,1
5,2012-01-13,1,51,1
89,2012-01-13,2,5,14
102,2012-01-13,2,44,14
84,2012-01-13,3,5,7
70,2012-01-13,3,45,7
67,2012-01-13,4,9,9
6,2012-01-13,4,27,9
49,2012-01-13,5,16,12
3,2012-01-13,5,20,12
3,2012-01-13,5,32,12
14,2012-01-13,5,37,12
25,2012-01-13,6,9,14
46,2012-01-13,6,45,14
104,2012-01-13,7,5,6
1,2012-01-13,7,7,6
17,2012-01-13,7,23,6
30,2012-01-13,8,5,4
12,2012-01-13,8,23,4
71,2012-01-13,9,5,17
75,2012-01-13,9,45,17
55,2012-01-13,10,5,12
2,2012-01-13,10,21,12
13,2012-01-13,10,37,12
1,2012-01-13,10,86,12
2,2012-01-13,10,93,12
68,2012-01-13,11,9,10
1,2012-01-13,11,61,10
39,2012-01-13,11,68,10
2,2012-01-13,11,86,10
34,2012-01-13,12,16,11
38,2012-01-13,12,37,11
254,2012-01-13,13,5,6
94,2012-01-13,13,36,6
5,2012-01-13,13,46,6
2,2012-01-13,13,93,6
21,2012-01-13,14,9,16
23,2012-01-13,14,25,16
72,2012-01-13,15,5,13
139,2012-01-13,15,45,13
2,2012-01-13,15,61,13
43,2012-01-13,16,16,2
227,2012-01-13,16,25,2
2,2012-01-13,16,39,2
192,2012-01-13,17,9,20
70,2012-01-13,17,37,20
165,2012-01-13,17,48,20
8,2012-01-13,18,5,17
10,2012-01-13,18,37,17
24,2012-01-13,19,16,15
2,2012-01-13,19,39,15
8,2012-01-13,19,83,15
70,2012-01-13,20,5,7
2,2012-01-13,20,18,7
26,2012-01-13,20,41,7
32,2012-01-13,21,5,3
64,2012-01-13,21,44,3
2,2012-01-13,21,91,3
53,2012-01-13,22,9,10
56,2012-01-13,22,68,10
11,2012-01-13,22,93,10
23,2012-01-13,23,5,17
1,2012-01-13,23,29,17
29,2012-01-13,23,45,17
80,2012-01-13,24,6,9
97,2012-01-13,24,43,9
1,2012-01-13,24,76,9
127,2012-01-13,25,9,13
114,2012-01-13,25,45,13
14,2012-01-13,25,81,13
42,2012-01-13,26,5,17
44,2012-01-13,26,45,17
40,2012-01-13,27,9,10
1,2012-01-13,27,21,10
69,2012-01-13,27,68,10
1,2012-01-13,27,80,10
49,2012-01-13,28,5,7
1,2012-01-13,28,35,7
48,2012-01-13,28,45,7
17,2012-01-13,29,8,3
17,2012-01-13,29,41,3
83,2012-01-13,29,45,3
2,2012-01-13,29,56,3
62,2012-01-13,30,16,19
170,2012-01-13,30,44,19
1,2012-01-13,30,49,19
67,2012-01-13,31,9,17
75,2012-01-13,31,45,17
14,2012-01-13,32,9,13
1,2012-01-13,32,19,13
49,2012-01-13,32,45,13
1,2012-01-13,32,51,13
4,2012-01-13,32,58,13
137,2012-01-13,33,9,3
163,2012-01-13,33,44,3
19,2012-01-13,34,9,17
5,2012-01-13,34,31,17
125,2012-01-13,34,45,17
1,2012-01-13,34,52,17
1,2012-01-13,34,93,17
99,2012-01-13,36,9,18
1,2012-01-13,36,30,18
98,2012-01-13,36,44,18
90,2012-01-13,37,5,13
71,2012-01-13,37,45,13
59,2012-01-13,38,9,14
104,2012-01-13,38,45,14
19,2012-01-13,39,9,8
9,2012-01-13,39,36,8
44,2012-01-13,40,5,13
63,2012-01-13,40,45,13
1,2012-01-13,40,51,13
2,2012-01-13,40,55,13
74,2012-01-13,41,16,12
3,2012-01-13,41,61,12
81,2012-01-13,41,68,12
63,2012-01-13,42,5,14
71,2012-01-13,42,45,14
1,2012-01-13,42,82,14
70,2012-01-13,43,16,11
38,2012-01-13,43,37,11
40,2012-01-13,44,5,12
2,2012-01-13,44,62,12
66,2012-01-13,44,68,12
7,2012-01-13,45,9,16
48,2012-01-14,1,9,1
3,2012-01-14,1,28,1
1,2012-01-14,1,51,1
75,2012-01-14,2,5,14
3,2012-01-14,2,11,14
143,2012-01-14,2,44,14
108,2012-01-14,3,5,7
98,2012-01-14,3,45,7
103,2012-01-14,4,9,9
20,2012-01-14,4,27,9
65,2012-01-14,5,16,12
32,2012-01-14,5,37,12
26,2012-01-14,6,9,14
66,2012-01-14,6,45,14
40,2012-01-14,7,5,6
1,2012-01-14,7,7,6
21,2012-01-14,7,23,6
2,2012-01-14,7,93,6
56,2012-01-14,8,5,4
9,2012-01-14,8,23,4
2,2012-01-14,8,59,4
223,2012-01-14,9,5,17
2,2012-01-14,9,10,17
92,2012-01-14,9,45,17
163,2012-01-14,10,5,12
18,2012-01-14,10,37,12
59,2012-01-14,11,9,10
6,2012-01-14,11,61,10
73,2012-01-14,11,68,10
53,2012-01-14,12,16,11
50,2012-01-14,12,37,11
1,2012-01-14,12,79,11
121,2012-01-14,13,5,6
104,2012-01-14,13,36,6
3,2012-01-14,13,46,6
18,2012-01-14,14,9,16
22,2012-01-14,14,25,16
245,2012-01-14,15,5,13
159,2012-01-14,15,45,13
3,2012-01-14,15,61,13
4,2012-01-14,15,93,13
56,2012-01-14,16,16,2
226,2012-01-14,16,25,2
245,2012-01-14,17,9,20
74,2012-01-14,17,37,20
171,2012-01-14,17,48,20
1,2012-01-14,17,71,20
12,2012-01-14,18,5,17
8,2012-01-14,18,37,17
37,2012-01-14,19,16,15
2,2012-01-14,19,39,15
2,2012-01-14,19,69,15
10,2012-01-14,19,83,15
128,2012-01-14,20,5,7
32,2012-01-14,20,41,7
4,2012-01-14,20,74,7
35,2012-01-14,21,5,3
88,2012-01-14,21,44,3
152,2012-01-14,22,9,10
63,2012-01-14,22,68,10
34,2012-01-14,23,5,17
47,2012-01-14,23,45,17
250,2012-01-14,24,6,9
74,2012-01-14,24,43,9
3,2012-01-14,24,60,9
1,2012-01-14,24,76,9
138,2012-01-14,25,9,13
1,2012-01-14,25,12,13
122,2012-01-14,25,45,13
16,2012-01-14,25,81,13
37,2012-01-14,26,5,17
55,2012-01-14,26,45,17
32,2012-01-14,27,9,10
1,2012-01-14,27,21,10
74,2012-01-14,27,68,10
34,2012-01-14,28,5,7
3,2012-01-14,28,35,7
58,2012-01-14,28,45,7
15,2012-01-14,29,8,3
45,2012-01-14,29,41,3
100,2012-01-14,29,45,3
5,2012-01-14,29,56,3
83,2012-01-14,30,16,19
328,2012-01-14,30,44,19
64,2012-01-14,31,9,17
79,2012-01-14,31,45,17
47,2012-01-14,32,9,13
2,2012-01-14,32,19,13
78,2012-01-14,32,45,13
1,2012-01-14,32,58,13
121,2012-01-14,33,9,3
218,2012-01-14,33,44,3
1,2012-01-14,33,85,3
54,2012-01-14,34,9,17
3,2012-01-14,34,31,17
129,2012-01-14,34,45,17
56,2012-01-14,36,9,18
1,2012-01-14,36,30,18
110,2012-01-14,36,44,18
86,2012-01-14,37,5,13
79,2012-01-14,37,45,13
5,2012-01-14,37,53,13
31,2012-01-14,38,9,14
119,2012-01-14,38,45,14
5,2012-01-14,39,9,8
9,2012-01-14,39,36,8
141,2012-01-14,40,5,13
112,2012-01-14,40,45,13
3,2012-01-14,40,55,13
46,2012-01-14,41,16,12
4,2012-01-14,41,61,12
113,2012-01-14,41,68,12
76,2012-01-14,42,5,14
70,2012-01-14,42,45,14
1,2012-01-14,42,82,14
81,2012-01-14,43,16,11
50,2012-01-14,43,37,11
65,2012-01-14,44,5,12
1,2012-01-14,44,62,12
107,2012-01-14,44,68,12
12,2012-01-14,45,9,16
40,2012-01-15,1,9,1
1,2012-01-15,1,28,1
1,2012-01-15,1,40,1
2,2012-01-15,1,89,1
168,2012-01-15,2,5,14
2,2012-01-15,2,11,14
159,2012-01-15,2,44,14
208,2012-01-15,3,5,7
98,2012-01-15,3,45,7
87,2012-01-15,4,9,9
7,2012-01-15,4,27,9
3,2012-01-15,4,90,9
52,2012-01-15,5,16,12
4,2012-01-15,5,32,12
15,2012-01-15,5,37,12
55,2012-01-15,6,9,14
57,2012-01-15,6,45,14
143,2012-01-15,7,5,6
2,2012-01-15,7,7,6
27,2012-01-15,7,23,6
31,2012-01-15,8,5,4
16,2012-01-15,8,23,4
170,2012-01-15,9,5,17
102,2012-01-15,9,45,17
68,2012-01-15,10,5,12
25,2012-01-15,10,37,12
78,2012-01-15,11,9,10
5,2012-01-15,11,61,10
59,2012-01-15,11,68,10
45,2012-01-15,12,16,11
36,2012-01-15,12,37,11
2,2012-01-15,12,79,11
283,2012-01-15,13,5,6
139,2012-01-15,13,36,6
4,2012-01-15,13,46,6
39,2012-01-15,14,9,16
10,2012-01-15,14,25,16
9,2012-01-15,14,93,16
118,2012-01-15,15,5,13
172,2012-01-15,15,45,13
1,2012-01-15,15,49,13
1,2012-01-15,15,61,13
42,2012-01-15,16,16,2
244,2012-01-15,16,25,2
1,2012-01-15,16,39,2
304,2012-01-15,17,9,20
78,2012-01-15,17,37,20
212,2012-01-15,17,48,20
16,2012-01-15,18,5,17
12,2012-01-15,18,37,17
35,2012-01-15,19,16,15
2,2012-01-15,19,69,15
12,2012-01-15,19,83,15
75,2012-01-15,20,5,7
1,2012-01-15,20,18,7
36,2012-01-15,20,41,7
5,2012-01-15,20,74,7
2,2012-01-15,20,93,7
42,2012-01-15,21,5,3
86,2012-01-15,21,44,3
81,2012-01-15,22,9,10
59,2012-01-15,22,68,10
2,2012-01-15,22,93,10
58,2012-01-15,23,5,17
45,2012-01-15,23,45,17
3,2012-01-15,23,56,17
42,2012-01-15,24,6,9
80,2012-01-15,24,43,9
2,2012-01-15,24,60,9
1,2012-01-15,24,76,9
134,2012-01-15,25,9,13
149,2012-01-15,25,45,13
15,2012-01-15,25,81,13
67,2012-01-15,26,5,17
77,2012-01-15,26,45,17
56,2012-01-15,27,9,10
1,2012-01-15,27,21,10
52,2012-01-15,27,68,10
1,2012-01-15,27,80,10
47,2012-01-15,28,5,7
1,2012-01-15,28,35,7
36,2012-01-15,28,45,7
32,2012-01-15,29,8,3
24,2012-01-15,29,41,3
89,2012-01-15,29,45,3
6,2012-01-15,29,56,3
89,2012-01-15,30,16,19
303,2012-01-15,30,44,19
54,2012-01-15,31,9,17
42,2012-01-15,31,45,17
67,2012-01-15,32,9,13
66,2012-01-15,32,45,13
1,2012-01-15,32,51,13
6,2012-01-15,32,58,13
175,2012-01-15,33,9,3
225,2012-01-15,33,44,3
49,2012-01-15,34,9,17
106,2012-01-15,34,45,17
1,2012-01-15,34,52,17
75,2012-01-15,36,9,18
2,2012-01-15,36,30,18
109,2012-01-15,36,44,18
80,2012-01-15,37,5,13
88,2012-01-15,37,45,13
35,2012-01-15,38,9,14
95,2012-01-15,38,45,14
2,2012-01-15,38,52,14
14,2012-01-15,39,9,8
4,2012-01-15,39,36,8
111,2012-01-15,40,5,13
88,2012-01-15,40,45,13
4,2012-01-15,40,55,13
61,2012-01-15,41,16,12
4,2012-01-15,41,61,12
89,2012-01-15,41,68,12
32,2012-01-15,42,5,14
105,2012-01-15,42,45,14
38,2012-01-15,43,16,11
7,2012-01-15,43,37,11
1,2012-01-15,43,73,11
49,2012-01-15,44,5,12
86,2012-01-15,44,68,12
11,2012-01-15,45,9,16
31,2012-01-16,1,9,1
6,2012-01-16,1,28,1
1,2012-01-16,1,51,1
37,2012-01-16,2,5,14
121,2012-01-16,2,44,14
3,2012-01-16,2,93,14
123,2012-01-16,3,5,7
76,2012-01-16,3,45,7
12,2012-01-16,4,9,9
3,2012-01-16,4,27,9
2,2012-01-16,4,90,9
28,2012-01-16,5,16,12
2,2012-01-16,5,20,12
20,2012-01-16,5,37,12
3,2012-01-16,5,93,12
51,2012-01-16,6,9,14
69,2012-01-16,6,45,14
176,2012-01-16,7,5,6
2,2012-01-16,7,7,6
21,2012-01-16,7,23,6
16,2012-01-16,8,5,4
11,2012-01-16,8,23,4
2,2012-01-16,8,59,4
127,2012-01-16,9,5,17
2,2012-01-16,9,10,17
88,2012-01-16,9,45,17
128,2012-01-16,10,5,12
3,2012-01-16,10,21,12
26,2012-01-16,10,37,12
37,2012-01-16,11,9,10
2,2012-01-16,11,61,10
100,2012-01-16,11,68,10
1,2012-01-16,11,86,10
50,2012-01-16,12,16,11
37,2012-01-16,12,37,11
247,2012-01-16,13,5,6
118,2012-01-16,13,36,6
7,2012-01-16,13,46,6
1,2012-01-16,14,25,16
64,2012-01-16,15,5,13
112,2012-01-16,15,45,13
1,2012-01-16,15,49,13
2,2012-01-16,15,61,13
1,2012-01-16,15,93,13
45,2012-01-16,16,16,2
144,2012-01-16,16,25,2
